Language,Form,Gloss,Gloss_Fixed,Source,Form_ID_v1.2
Cebuano,bulákaw,"harmful supernatural being that takes the form of a ball of fire with trailing sparks. If it brushes or gets close enough to smell the skin it makes a permanent white spot; ball of fire used as transportation for <span class=""wd"">úŋluʔ</span> (witch)",harmful supernatural being that takes the form of a ball of fire with trailing sparks. If it brushes or gets close enough to smell the skin it makes a permanent white spot; ball of fire used as transportation for _úŋluʔ_ (witch),,252-2d84994d12d6aa384d56493aafdfb9d0-1
Sangir,be-buŋkuleʔ,"ankle bone (listed under <span class=""wd"">buŋkuleʔ</span>)",ankle bone (listed under _buŋkuleʔ_),,402-4fcc754f5a04d560113e9efcffcf3b6a-1
Tiruray,geruŋ,"a variant of the call of the omen-bird <span class=""wd"">lemugen</span>; to make the <span class=""wd"">geruŋ</span> call",a variant of the call of the omen-bird _lemugen_; to make the _geruŋ_ call,,433-00d1753a3bf79d9b93e41f0585d59628-1
Mamanwa,n-ita,"1st dual incl. genitive (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Lobel"">Lobel 2012</a></span>)",1st dual incl. genitive (Lobel 2012),,809-e79bada974b30de7162a39a7310c88f6-1
Paamese,-ku,"1sg possessive suffix: my (directly attached to some relationship terms but to ‘possessive nominals’ <span class=""wd"">aa-</span> ‘edible possession, <span class=""wd"">mo-</span> ‘potable possession’, <span class=""wd"">so-</span> ‘possession according to traditional law’, <span class=""wd"">ono-</span> ‘general manipulative possession’ for non-intimate possession)","1sg possessive suffix: my (directly attached to some relationship terms but to ‘possessive nominals’ _aa-_ ‘edible possession, _mo-_ ‘potable possession’, _so-_ ‘possession according to traditional law’, _ono-_ ‘general manipulative possession’ for non-intimate possession)",,908-029332adc1628450c138077cc0d83fef-1
Toba_Batak,par- + N + -an,"makes nouns of place (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Nababan"">Nababan 1981:95</a></span>)",makes nouns of place ([Nababan 1981:95](Source#cldf:nababan1981)),nababan1981[95],427-beebfad5258dc1a1a34fccfdb6df719e-1
Ilokano,táo,"man, person, human being, individual; people (<span class=""wd"">i-</span>REDUP, <span class=""wd"">ka-</span>REDUP)","man, person, human being, individual; people (_i-_REDUP, _ka-_REDUP)",,279-846e4b4bc41a8ad35f6ed0e3c81bc3a2-1
Hanunóo,búmbuŋ,"node or joint (less common variant of <span class=""wd"">búŋbuŋ</span>)",node or joint (less common variant of _búŋbuŋ_),,273-322e03627073a2df772be752601377a6-1
Tagalog,lúmot,"general term for all kinds of algae, edible or inedible, although the more common term for edible algae is <span class=""wd"">gulaman</span>; moss; very small, soft, green plant that grows close together like a carpet on the ground, on rocks, on trees, etc.; lichen","general term for all kinds of algae, edible or inedible, although the more common term for edible algae is _gulaman_; moss; very small, soft, green plant that grows close together like a carpet on the ground, on rocks, on trees, etc.; lichen",,423-63d90397f3a646db28a652157f788bc4-1
Paiwan,sima,"raw animal fat (after cooking or rendering into oil it is <span class=""wd"">qalev</span>)",raw animal fat (after cooking or rendering into oil it is _qalev_),,370-43814bb75dd8c112d3154868308d2b18-1
Tagalog,hampil,"approach, put near; place beside or against (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Laktaw"">Laktaw 1914</a></span>)","approach, put near; place beside or against ([Laktaw 1914](Source#cldf:laktaw1914))",laktaw1914,423-47572bfe3164ea73e7f54fb484feb0ec-1
Arosi,mari,"hither, come hither (= <span class=""wd"">mai</span>); rarely used","hither, come hither (= _mai_); rarely used",,485-1b4ad7e8f7ca8bed6a7d28fdcb53e07d-1
Inati,yatin,"we (incl.) (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Lobel"">Lobel 2012</a></span>)",we (incl.) (Lobel 2012),,19340-42dc6c5bee537c4850d8dd80da64d83f-1
Puyuma,pənu,"turtle  (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Ting"">Ting 1978</a></span>)",turtle ([Ting 1978](Source#cldf:ting1978)),ting1978,386-d4705b9f42c96eeb0b9fb53266013516-1
Ilokano,bási,"sugarcane wine that is boiled with the bark of the Java plum (<span class=""wd"">lungboy</span>) for coloring and then fermented in earthen jars with yeast",sugarcane wine that is boiled with the bark of the Java plum (_lungboy_) for coloring and then fermented in earthen jars with yeast,,279-0e69a26f06f9729b6d8f5d0a51c601e9-1
Aua,puna,"large flat fish sp. (= Pidgin <span class=""wd"">plaŋpis</span>)",large flat fish sp. (= Pidgin _plaŋpis_),,234-7f7d13ae9e372c365465cecbf8726b93-1
Cebuano,mu-lawud,"go to/toward the sea (<span class=""wd"">lawud</span> = sea)",go to/toward the sea (_lawud_ = sea),,252-ac918c6d1e4311f83da5607a842d9dad-1
Yami,asoŋ,"canine tooth, tusk (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Tsuchida"">Tsuchida, Yamada and Moriguchi 1987</a></span>)","canine tooth, tusk ([Tsuchida, Yamada and Moriguchi 1987](Source#cldf:tsuchidayamadaandmoriguchi1987))",tsuchidayamadaandmoriguchi1987,1131-c280ed8fc6b4ae8ad60efc5dd9f9c39b-1
Wahai,lamut,"a tree: <i>Cynometra ramiflora</i> L (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Ludeking"">Ludeking 1868</a></span>)",a tree: _Cynometra ramiflora_ L ([Ludeking 1868](Source#cldf:ludeking1868)),ludeking1868,1107-d7bb67f64e3051cc37f000234f44f721-1
Sa'a,u-unu-unu,"young men's game played on sand, two sides each with its oven (<span class=""wd"">umu</span>); the game is to wrest one of the opposite side and put him into the oven","young men's game played on sand, two sides each with its oven (_umu_); the game is to wrest one of the opposite side and put him into the oven",,18945-c0ae0ae569416d270c6ac01a9b9be4e1-1
Puyuma,mu-,"movement prefix (<span class=""wd"">darəʔ</span> ‘earth, soil’, <span class=""wd"">mu-darəʔ</span> ‘go down, descend’, <span class=""wd"">ənay</span> ‘water’, <span class=""wd"">mu-ənay</span> ‘go to the water’, <span class=""wd"">rumaʔ</span>  ‘house’, <span class=""wd"">mu-rumaʔ</span> ‘go home","movement prefix (_darəʔ_ ‘earth, soil’, _mu-darəʔ_ ‘go down, descend’, _ənay_ ‘water’, _mu-ənay_ ‘go to the water’, _rumaʔ_ ‘house’, _mu-rumaʔ_ ‘go home",,386-86b198836401049a137ef41dd2a0730a-1
Toba_Batak,saba,"irrigated ricefield (as opposed to 	<span class=""wd"">hauma tur</span> ‘dry ricefield/swidden plot’)",irrigated ricefield (as opposed to _hauma tur_ ‘dry ricefield/swidden plot’),,427-8080057ea3be488e69aaabee4bfecb0d-1
Tetun,kuman,"small white maggots sometimes found swarming in chickens nests (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Mathijsen"">Mathijsen 1906</a></span>); a caterpillar, the common inch worm (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Morris"">Morris 1984</a></span>)","small white maggots sometimes found swarming in chickens nests ([Mathijsen 1906](Source#cldf:mathijsen1906)); a caterpillar, the common inch worm ([Morris 1984](Source#cldf:morris1984))",mathijsen1906 morris1984,1060-cf4fe42741eb19ed118b5cc821a9b314-1
Roviana,ma-,"stative prefix (fossilized in <span class=""wd"">manivisi</span> ‘thin’, or <span class=""wd"">matagutu</span> ‘afraid’)","stative prefix (fossilized in _manivisi_ ‘thin’, or _matagutu_ ‘afraid’)",,396-9d2e1b6ad45eb7814e357d7b3bcbe1b4-1
Samoan,i tai,"on the side towards the sea (as opposed to <span class=""wd"">i uta</span>: on the side towards the land)",on the side towards the sea (as opposed to _i uta_: on the side towards the land),,401-bdc5db024c3a53c336e6286038daf416-1
Sesake,ki,"motion to or from (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Pawley"">Pawley 1972:85</a></span>)",motion to or from ([Pawley 1972:85](Source#cldf:pawley1972)),pawley1972[85],19460-4e465805bc1fef9a325a6eea94f7bfa0-1
Isneg,kabatíti,"a scandent, cucurbitaceous, herbaceous vine with large leaves, yellow flowers and oblong, cylindric, green, ribbed or smooth fruits that are used for vegetables; taboo to trappers that have come home after having 	constructed a <span class=""wd"">balét</span> trap (bow or spear trap for deer or wild boars)","a scandent, cucurbitaceous, herbaceous vine with large leaves, yellow flowers and oblong, cylindric, green, ribbed or smooth fruits that are used for vegetables; taboo to trappers that have come home after having constructed a _balét_ trap (bow or spear trap for deer or wild boars)",,647-f8c55e13d602f33b6c87e939e3e58351-1
Itbayaten,voto-ʔom,"an expression of teasing: Your <span class=""wd"">voto</span>!",an expression of teasing: Your _voto_!,,282-eb874d426e4a49ad64d7c845b95f24cf-1
Ifugaw,pitpit,"onomatopaeic word; pit-pit-pit sound produced by <span class=""wd"">ído</span>  birds (<span class=""wd"">ído</span> = sparrow-like birds with long tail feathers; their quick and protracted pit-pit-pit is believed to predict good luck to headhunters (travelers or hunters), bad luck if their <span class=""wd"">pit-pit</span> call is slow and short)","onomatopaeic word; pit-pit-pit sound produced by _ído_ birds (_ído_ = sparrow-like birds with long tail feathers; their quick and protracted pit-pit-pit is believed to predict good luck to headhunters (travelers or hunters), bad luck if their _pit-pit_ call is slow and short)",,636-cfb33121d8bf3ee6402edc35331f826f-1
Tetun,mama,"a wad of <span class=""wd"">bua</span> (betel nut, betel pepper, and lime) which is put in the mouth for chewing","a wad of _bua_ (betel nut, betel pepper, and lime) which is put in the mouth for chewing",,1060-27b2cf27096a7ce9e2c362daaeb04e91-1
Bwaidoga/Bwaidoka,foa,"testicles (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Gibson"">Gibson</a></span>)",testicles ([Gibson](Source#cldf:gibson1992)),gibson1992,19016-1e9fe6b2f93ae37a25e027c83e2eba33-1
Rarotongan,kiato,"the cross-beams of wood used to connect the <span class=""wd"">ama</span> or outrigger or lesser canoe to the main canoe",the cross-beams of wood used to connect the _ama_ or outrigger or lesser canoe to the main canoe,,388-3c38d27458b184bfadc168493cba3f36-1
Iban,laŋit,"sky, heavens; the Heavens, as distinct from Earth; World of the Dead, and the land of the serpent deities…The hornbill, <span class=""wd"">Segadu’</span>, represents the <span class=""wd"">manang</span> (shaman), of whom the chief is <span class=""wd"">Menjaya</span> or <span class=""wd"">Ini’ Manang</span>, living in the seventh heaven","sky, heavens; the Heavens, as distinct from Earth; World of the Dead, and the land of the serpent deities…The hornbill, _Segadu’_, represents the _manang_ (shaman), of whom the chief is _Menjaya_ or _Ini’ Manang_, living in the seventh heaven",,276-db9d1aecbf05f9b28e97e3037e8fcf10-1
Ilokano,aŋlít,"be afflicted with disease of the axilla or armpit.  A peculiar odor (<span class=""wd"">aŋlít</span>) if diffused by the affected part of the body",be afflicted with disease of the axilla or armpit. A peculiar odor (_aŋlít_) if diffused by the affected part of the body,,279-ecc8d4ddab054f57299c127818137d15-1
Malay,putus asa,"end of hope, despair (<span class=""wd"">asa</span> = ‘hope’)","end of hope, despair (_asa_ = ‘hope’)",,326-58b23b5c882728d114728127e31c05c5-1
Nggela,lau,"seawards; to the shore, shorewards, from a speaker inland; shore; the sea, in <span class=""wd"">koukomulau</span>  ‘an island in the sea’; the bank of a river; south, conventional use in translations","seawards; to the shore, shorewards, from a speaker inland; shore; the sea, in _koukomulau_ ‘an island in the sea’; the bank of a river; south, conventional use in translations",,359-0f8d9be94e74870bf44f7050f5935010-1
Atayal,saoni,"a little while ago; today (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Tsuchida"">Tsuchida 1976</a></span>)",a little while ago; today ([Tsuchida 1976](Source#cldf:tsuchida1976)),tsuchida1976,493-0a8e415523f0db826025ff662a046296-1
Puluwat,yaŕawaŕaw,"various shades of light green (as grass or the <span class=""wd"">wura</span> parrot fish) or of light blue (as European eyes or the sky)",various shades of light green (as grass or the _wura_ parrot fish) or of light blue (as European eyes or the sky),,385-f574e251c777e9a8d6e76a5c3ac9f464-1
Kayan,uyut,"the gourd receptacle, or bamboo container which is carried at the side of one's head when fishing with a <span class=""wd"">lawaʔ</span> net","the gourd receptacle, or bamboo container which is carried at the side of one's head when fishing with a _lawaʔ_ net",,294-eed6d833a3e9b7427c893197d694249b-1
Kembayan,oya,"mother (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Hudson"">Hudson 1970:310</a></span>)",mother ([Hudson 1970:310](Source#cldf:hudson1970)),hudson1970[310],700-6ee6a213cb02554a63b1867143572e70-1
Marshallese,omw,"hermit crab \nq The ""mw"" in this form is what <span class=""bib""><a class=""bib"" href=""acd-bib.htm#Abo"">Abo, Bender, Capelle and deBrum 1976</a></span> in the Marshallese-English dictionary describe as a 'heavy' (= pharyngealized) bilabial nasal; they use a cedilla under the 'm'.  In some other languages of Micronesia (and Melanesia) which reportedly have a bilabial nasal different from [m] that is produced with lip spreading rather than lip rounding, ""mw"" is used.","hermit crab \nq The ""mw"" in this form is what [Abo, Bender, Capelle and deBrum 1976](Source#cldf:aboetal1976) in the Marshallese-English dictionary describe as a 'heavy' (= pharyngealized) bilabial nasal; they use a cedilla under the 'm'. In some other languages of Micronesia (and Melanesia) which reportedly have a bilabial nasal different from [m] that is produced with lip spreading rather than lip rounding, ""mw"" is used.",aboetal1976,833-e02e92f9c050186d4079183c87012995-1
Ma'anyan,uka,"to open (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Ray"">Ray 1913</a></span>)",to open ([Ray 1913](Source#cldf:ray1913)),ray1913,770-e479b608df58922eaf538f29d0eadcdb-1
Wuvulu,afu,"lime in lime gourd (cp. <span class=""wd"">kakaweʔi</span> 'lime not in lime gourd')",lime in lime gourd (cp. _kakaweʔi_ 'lime not in lime gourd'),,445-0205c1327ccb50ac8f3bc86a4945774b-1
Ifugaw,bitúka,"stomach, though stomach and intestines are more often called <span class=""wd"">putú</span>; the gizzard of a chicken may also be called <span class=""wd"">bitúka</span>","stomach, though stomach and intestines are more often called _putú_; the gizzard of a chicken may also be called _bitúka_",,636-793377eb683fdbe0783812cbe8153005-1
Sangir,ka- -aŋ,"<span class=""wd"">k<in>a-hebi—aŋ</span> ‘overcome by darkness, benighted’ (cp. <span class=""wd"">hebi</span> ‘night’)","_k<in>a-hebi—aŋ_ ‘overcome by darkness, benighted’ (cp. _hebi_ ‘night’)",,402-bab9c5df07d5ad837d3ad43dc74753be-1
Fijian,tavi,"skim along, skid off a flat surface, as the <span class=""wd"">tiŋga</span> (reed used in a game of throwing) on level ground","skim along, skid off a flat surface, as the _tiŋga_ (reed used in a game of throwing) on level ground",,266-45f2ffc5b7e2f280550721915fadbe5d-1
Balinese,nuba,"to stun fish with <span class=""wd"">tuba</span>",to stun fish with _tuba_,,235-950bff39f106643a311ea72cf0bd9860-1
Puyuma,ilib,"cave (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Ting"">Ting 1978</a></span>); a cliff notch where human beings can rest (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Cauquelin"">Cauquelin 2011</a></span>)",cave ([Ting 1978](Source#cldf:ting1978)); a cliff notch where human beings can rest ([Cauquelin 2011](Source#cldf:cauquelin2011)),ting1978 cauquelin2011,386-630b35d29b22accf9a41ec2ebc26ec9b-1
Tagalog,ibus,"the gebang or cabbage palm: <i>Corypha utan</i> Lam. <i>Arecaceae</i>  (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Madulid"">Madulid 2001</a></span>)",the gebang or cabbage palm: _Corypha utan_ Lam. _Arecaceae_ ([Madulid 2001](Source#cldf:madulid2001)),madulid2001,423-fbdbe009df85c0a50e911422fde0dfb7-1
