ID,Name,Initial,Description,Comment,Source
28075,*SadiRi,S,housepost,"Also [Casiguran Dumagat](LanguageTable#cldf:569) _adígi_ ‘housepost’ (probably an Ilokano loan), [Kelabit](LanguageTable#cldf:299) _diri_ ‘house post’, [Kiput](LanguageTable#cldf:18958) _pəlirəy_ ‘house post’, [Old Javanese](LanguageTable#cldf:660) _ḍiri_ ‘stand, stand upright, remain standing; be in function, reign; standing alone, outstanding, surpassing all others’, [Buginese](LanguageTable#cldf:239) _alliri_ ‘house post’, [Chamorro](LanguageTable#cldf:573) _haligi_ ‘fence post, pillar, house post used for structural support’ (probably a [Tagalog](LanguageTable#cldf:423) loan).  Nataoran Amis _salili_ appears for expected &ast;&ast;_sarili_; the comparative data for this [Amis](LanguageTable#cldf:227) dialect are not yet sufficient to determine whether the assimilation in this form is regular or sporadic, but the cognation of the form is hardly in question.  In this connection it is worth noting that among the [Formosan](LanguageTable#cldf:20004) aborigines only the Amis, Kavalan  and Ketagalan (the latter now extinct) built houses elevated on posts ([Ferrell 1969:33](Source#cldf:ferrell1969)).  


The necessity of positing [PAn](LanguageTable#cldf:19072) &ast;_SadiRi_ ‘house post’ leaves no alternative but to conclude that this type of residential structure has great antiquity among Austronesian-speaking peoples, and that the house types of the Atayal, Tsou, Paiwan, Rukai, Bunun, and Yami, which are constructed either directly on the ground, or in a shallow excavation, represent architectural innovations.  Such innovations may well have been motivated by a need to adjust to the colder conditions of life in the mountains, or by a need for protection from the seasonal typhoons that periodically sweep westward across the Pacific to southern Taiwan. 

Finally, accounts such as that of [Cunningham (1964)](Source#cldf:cunningham1964) and [Schulte Nordholt (1971:428ff)](Source#cldf:schultenordholt1971) make it clear that the dualistic cosmological symbolism embodied in the [Atoni](LanguageTable#cldf:231) house distinguishes ‘male’ and ‘female’ posts, associated respectively with the right and left sides.  Although the similar dualistic distinction in [Manam](LanguageTable#cldf:328) appears to be based on the length of the post itself rather than on its position within the larger domestic structure, it appears very likely from this linguistic symbolism that speakers of [PCEMP](LanguageTable#cldf:19074) made use of some type of dualistic symbolism which was expressed as a male/female contrast in certain of the supporting posts for the house.",ferrell1969[33];cunningham1964;schultenordholt1971[428ff]
28076,*Sadu,S,"many, much, plenty",,
28082,*Sajek,S,smell; to smell (transitive),"Also [Amis](LanguageTable#cldf:227) _hanek_ ‘a bad odor, smell’, [Tboli](LanguageTable#cldf:19175) _melek_ ‘kiss’, [Singhi Land Dayak](LanguageTable#cldf:412) _koduk_ ‘to smell (something)’, [Atoni](LanguageTable#cldf:231) _at nɛk_ ‘to kiss’, [Mono-Alu](LanguageTable#cldf:19034) _aho_ ‘to sniff, smell’, [Roviana](LanguageTable#cldf:396) _aho-a_ ‘to kiss (someone/something)’, _vari aho_ ‘kiss one another’. Although only the general meaning ‘to smell (transitive)’ can confidently be associated with [PAn](LanguageTable#cldf:19072) &ast;_Sajek_, it is clear from the distribution of semantic reflexes that [PMP](LanguageTable#cldf:19081) &ast;_hajek_ referred specifically to the traditional nose kiss of [MP](LanguageTable#cldf:19081)-speaking peoples.",
28089,*SakuC,S,transport piecemeal; tranport through repeated trips,"The fundamental idea expressed in this comparison is that of removing a material from one location to another as result of repeated trips between the two sites.  The natural prototype for such a concept may have been the activity of the mason bee in securing mud for its nest (see &ast;hakut hakut). However, if this activity served as a model for the semantics of &ast;_SakuC_ it appears that its distinctive feature (repeated trips over the same route) had already been abstracted and put to more general use by [PAn](LanguageTable#cldf:19072)  times.",
28092,*Salas,S,"forest, wilderness, woods","Also [Lampung](LanguageTable#cldf:722) _las_ ‘forest, jungle’, [Ngadha](LanguageTable#cldf:357) _kala_ ‘thicket, forest, jungle’.  [Dempwolff (1934-38)](Source#cldf:dempwolff193438) reconstructed both &ast;_halas_ (in the form &ast;_alas_) and &ast;_quCaN_ (in the form &ast;_hutan_) meaning ‘forest’.  It is now clear, however, that [PMP](LanguageTable#cldf:19081) &ast;_halas_ was a general term for ‘forest, jungle’, while [PMP](LanguageTable#cldf:19081) &ast;_qutan_ (also [PAn](LanguageTable#cldf:19072) &ast;_quCaN_?) referred to a particular category of flora which is perhaps best described by [Brown's (1984)](Source#cldf:brown1984) term ‘grerb’ (‘small plant relative to the plant inventory of a particular environment whose parts are chiefly herbaceous (green, leafy, nonwoody)’.  It thus included various grasses, herbs, bushes and the like (some of which were useful and some not) which probably were conceptually united by their being noncultivated plants associated with the wilderness.",dempwolff193438;brown1984
29950,*Samaq,S,"a plant: Lactuca indica Linn., and Sonchus oleraceus Linn.","Also  [Seediq (Tkdaya)](LanguageTable#cldf:19214) _sama balay_,  [Tsou](LanguageTable#cldf:1087) _samaka_, [Saaroa](LanguageTable#cldf:974) _samaʔə_.  This comparison was first noted by [Li (1994)](Source#cldf:li1994).",li1994
30098,*SameCi,S,a plant: Solanum nigrum,"Also [Kanakanabu](LanguageTable#cldf:680) _namíci_, [Saaroa](LanguageTable#cldf:974) _ɬamici_, [Rukai (Maga)](LanguageTable#cldf:18979) _amicu_, [Rukai (Tona)](LanguageTable#cldf:970) _amici_, [Itbayaten](LanguageTable#cldf:282) _humti_ ‘_Solanum nigrum_ Linn.’, [Ilokano](LanguageTable#cldf:279) _amtík_ ~ _agamtík_ ‘nightshade plant, _Solanum nigrum_’, [Hanunóo](LanguageTable#cldf:273) _untí_ ‘a small wild herbaceous plant (_Solanum nigrum_ Linn.); the young leaves are used as a green vegetable by the Hanunóo’, [Maranao](LanguageTable#cldf:331) _moti_ ‘morel plant: _Solanum nigrum_ L.’, [Manobo (Western Bukidnon)](LanguageTable#cldf:819) _muti_ ‘a plant: _Solanum nigrum_’, [Javanese](LanguageTable#cldf:285) _ranti_ ‘tomato’, [Manggarai](LanguageTable#cldf:816) _kenti_ ‘a wild vegetable: _Solanum nigrum_’. This word shows multiple irregular variations, making any reconstruction difficult. I have arbitrarily chosen to compare [Paiwan](LanguageTable#cldf:370) _sametsi_ with forms in other languages that are ambiguous for initial &ast;_S_ or zero.  



Finally, I am indebted to R. David Zorc for drawing my attention to the [Itbayaten](LanguageTable#cldf:282) and [Manobo (Western Bukidnon)](LanguageTable#cldf:819) forms, and for reminding me that he proposed an alternative reconstruction, &ast;_SamŭCi_, in [Zorc (1982:118)](Source#cldf:zorc1982).  Zorc’s motivation for positing an unstressed high back vowel in this form was to relate the otherwise unexplained high back vowels in [Maga Rukai](LanguageTable#cldf:18979) _amicu_ (metathesis of &ast;i and &ast;u), Itbayaten humti (metathesis of &ast;a and &ast;u), Hanunóo untí (metathesis of &ast;_a_ and &ast;_u_), [Maranao](LanguageTable#cldf:331) _moti_, and [Manobo (Western Bukidnon)](LanguageTable#cldf:819) _muti_. 



The precarious nature of this reconstruction, however, should be obvious, since: it requires the assumption of 1) two different metathesis patterns in three different languages, 2) an irregular loss of &ast;_S-_ in [Hanunóo](LanguageTable#cldf:273) and [Manobo (Western Bukidnon)](LanguageTable#cldf:819) (this would be equally true if these forms were assigned to the present reconstruction), 3) syncope of an unstressed low vowel &ast;_a_ in [Itbayaten](LanguageTable#cldf:282) and [Hanunóo](LanguageTable#cldf:273), and 4) an irregular loss of prepenultimate &ast;_a_ (rather than reduction to schwa) in [Manobo (Western Bukidnon)](LanguageTable#cldf:819).  Moreover, it forces us to assume that the well-known syncope of schwa /VC__CV also applied to other vowels, including both &ast;_u_ and &ast;_a_.  I know of no evidence that might justify this assumption, which should be apparent in any of these languages that undergo rightward stress shift through suffixation (none of them shows a syncope pattern when this happens).  Add to this the fact that the initial consonants of the [Kanakanabu](LanguageTable#cldf:680), [Javanese](LanguageTable#cldf:285), and [Manggarai](LanguageTable#cldf:816) forms, the medial vowel of the [Kanakanabu](LanguageTable#cldf:680), [Saaroa](LanguageTable#cldf:974) and [Rukai](LanguageTable#cldf:397) forms, and the final consonant of the [Ilokano](LanguageTable#cldf:279) form are unexplained by either reconstruction, and it appears clearly preferable  to settle on &ast;_SameCi_ and leave the rest of these apparently related but wildly irregular forms unexplained.",zorc1982[118]
30280,*Samud,S,"a plant, sesame: Sesamum indicum","Since most varieties of sesame are native to subsaharan Africa and the Indian subcontinent, the antiquity of sesame in Taiwan is unclear.  Nonetheless the forms given here exhibit regular sound correspondences, are glossed ‘sesame’ in both sources, and appear to be directly inherited in both languages.  It is possible that the referent is a similar plant which is yet to be botanically identified.",
29924,*Sanaq,S,river otter,"It is unclear whether this word originally referred to sea otters, river otters or both.  Within recorded history sea otters have not extended as far south as Taiwan, so our best guess is that &ast;_Sanaq_ referred exclusively to river otters.",
26318,*haŋut,h,"smell, odor","Also [Tagalog](LanguageTable#cldf:423) _aŋót_ ‘stench peculiar to stagnant liquids’, [Mamanwa](LanguageTable#cldf:809) _haŋod_ ‘to smell, [Nggela](LanguageTable#cldf:359) aŋo ‘to emit a sour smell, as of urine’.",
28110,*SapaR,S,"unroll a mat, spread out a mat","Also [Saisiyat (Taai)](LanguageTable#cldf:977) _ʃapəl_ (< &ast;_SapeN_) ‘spread a mat, lay a mat’. Despite occasional nominal derivatives, [PAn](LanguageTable#cldf:19072) &ast;_SapaR_, [PMP](LanguageTable#cldf:19081) &ast;_hampaR_ clearly was a verb meaning ‘to spread out’.  Its prototype referent appears to have been the unrolling of mats onto the ground, although in several witnesses metaphorical extensions refer to the dispersal of small discrete objects. Under his &ast;_hampa(r)_ ‘spread out, stretch out’ [Dempwolff (1934-38)](Source#cldf:dempwolff193438) also included proposed cognates in a number of [Oceanic](LanguageTable#cldf:19082) languages (e.g. [Sa'a](LanguageTable#cldf:18945) _epa_ ‘to lie as a mat, of yam vines’, [Fijian](LanguageTable#cldf:266) _yabata_ ‘cover up with mats’, [Tongan](LanguageTable#cldf:434) _ʔepa_ ‘mats (collectively) given to a bride’).  None of these appear to belong to the present cognate set, nor to be related to one another.",dempwolff193438
28112,*Sapejiq,S,"smarting, stinging pain","Also [Malagasy](LanguageTable#cldf:18432) _fery_ ‘wound, hurt, ulcer, sore’, [Iban](LanguageTable#cldf:276) _pediʔ_ ‘sharp pain, sting, smart’, [Old Javanese](LanguageTable#cldf:660) _pəDe_, _pəDay_ ‘to smart (of the eyes; from sleep, bright light, etc.)’, [Balinese](LanguageTable#cldf:235) _pedih_ ‘angry, express anger’.  [Dempwolff (1934-38)](Source#cldf:dempwolff193438) posited &ast;_pe[dD]iq_ ‘hurt, ache’, but his comparison was restricted to languages of western Indonesia.  The [Malay](LanguageTable#cldf:326) reflex of &ast;_Sapejiq_ does not show the expected development of an original trisyllable with medial &ast;_e_ (cf. [Blust 1982](Source#cldf:blust1982)).",dempwolff193438;blust1982
30368,*Sapiq,S,flattened,,
28113,*Sapit,S,"press together, press between two surfaces","Also [Buruese](LanguageTable#cldf:251) _afi-h_ ‘press, clamp’.  With root [&ast;-pit](cf.csv#cldf:Root-30054)) ‘press, squeeze together; narrow’.  [Dempwolff (1934-38)](Source#cldf:dempwolff193438) included [Sa'a](LanguageTable#cldf:18945) _äpi_ ‘hold under the arm, hold close to the body’, [Tongan](LanguageTable#cldf:434) _ʔapiʔapi_ ‘crowded or crammed’, and [Samoan](LanguageTable#cldf:401) _apiapi_ ‘narrow’, _apit-ia_ ‘be wedged in, be confined’ as reflexes of &ast;_ha(m)pit_ ‘hold together’, but I regard these as non-cognate.  


In addition to their general verbal meanings, reflexes of [PWMP](LanguageTable#cldf:19094) &ast;_hapit_ have two recurrent nominal senses: 1. the members of a wedding party who flank (‘squeeze in’) the bride or groom at the wedding ceremony, and 2. a part of the indigenous backstrap loom.  The distribution of forms with the former meaning is limited to two known languages ([Bahasa Indonesia](LanguageTable#cldf:240), [Makassarese](LanguageTable#cldf:325)), and probably is due to borrowing.  Reflexes of &ast;_hapit_ which refer to a part of the backstrap loom are, however, more widespread ([Karo Batak](LanguageTable#cldf:18314), [Sundanese](LanguageTable#cldf:418), [Balinese](LanguageTable#cldf:235), [Sasak](LanguageTable#cldf:404), [Tae'](LanguageTable#cldf:18947)), and are less likely to be products of diffusion.  


More difficult is the problem of achieving an exact gloss: with reference to the loom [PWMP](LanguageTable#cldf:19094) &ast;_hapit_ evidently designated a structure consisting of two wooden slats between which the warp threads were pinched.  Judging from the glosses in [Sundanese](LanguageTable#cldf:418) and [Tae'](LanguageTable#cldf:18947), this structure extended across the lap of a seated weaver, and was bound at its ends by thongs which extended around her padded hips so as to control the desired tension on the warp threads.",dempwolff193438
28114,*SapSap,S,"feel, grope",,
28116,*SapuSap,S,"feel, grope","Also [Tagalog](LanguageTable#cldf:423) _apuháp_ ‘feel out by extending the hand’, [Bikol](LanguageTable#cldf:244) _hapíhap_ ‘rub gently; caress, fondle, pet, stroke’.",
28117,*Sapuy,S,fire,"Also [Kankanaey](LanguageTable#cldf:289) _apey_ ‘fire; burning; conflagration; combustion; light’, [Kapampangan](LanguageTable#cldf:291) _apíʔ_ ‘fire, flame, spark’, [Balinese](LanguageTable#cldf:235) _ampi_ ‘fire’, [Sasak](LanguageTable#cldf:404) _perapen_ ‘smithy, forge’ ([Javanese](LanguageTable#cldf:285) loan), [Rotinese](LanguageTable#cldf:395) _haʔi_ ‘fire’, [Leti](LanguageTable#cldf:316) _w~ai_ ‘fire’, [Lakalai](LanguageTable#cldf:877) _havi_ ‘fire’.  Many reflexes of &ast;_Sapuy_ are affixed in a variety of ways.  Some of the cross-linguistic agreements in morphologically complex forms of this morpheme appear to reflect affixed proto-forms, while others appear to be products of convergence.  Among the latter are the following:",
28126,*SaRuŋ,S,"snore, groan, etc.","Also [Hanunóo](LanguageTable#cldf:273), [Cebuano](LanguageTable#cldf:252) _háguk_ ‘snore’.",
28128,*Sasak,S,ripe; cooked,,
28129,*Sasaq,S,"whet, sharpen","Also [Bunun](LanguageTable#cldf:250) _asaq_ ‘rub, grind, whet, sharpen’ ([Nihira 1983 [1932]](bib-Nihira)), [Bintulu](LanguageTable#cldf:242) _aseʔ_ ‘whetting, sharpening’, [Iban](LanguageTable#cldf:276) _asah_ ‘sharpen’, [Gedaged](LanguageTable#cldf:269) _yase_ ‘sharpen, abrade, rub (down), file, pulverize’, [Lau](LanguageTable#cldf:313) _tata_ ‘scrape, sharpen by rubbing’, [Sa'a](LanguageTable#cldf:18945) _ata-ata_ ‘diamond-shaped yam grater; to grate’.  The etymon of this widespread cognate set clearly referred to the sharpening of worn tool edges, and not merely to grating or grinding in general.  It is compatible with a hypothesis that either edge-ground stone tools or metal tools of some type were in use among [PAn](LanguageTable#cldf:19072) speakers (c. 4,000 B.C.).  [Paiwan](LanguageTable#cldf:370) _tataq_ is assumed to result from assimilation of &ast;_S_ to &ast;_s_ prior to the regular change &ast;_s_ > /_t_/.",
28130,*SateD,S,"accompany, escort; send, return","Also [Itbayaten](LanguageTable#cldf:282) _hatid_ ‘deliver, accompany’, [Tiruray](LanguageTable#cldf:433) _odor_ ‘go along, accompany’, [Acehnese](LanguageTable#cldf:225) _euntat_ ‘escort, accompany, convey, bring, transfer’, [Balinese (High)](LanguageTable#cldf:18968) _ater_ ‘lead (an animal), escort, lead away (prisoners)’, [Sasak](LanguageTable#cldf:404) _anter_ ‘escort, accompany’, [Tondano](LanguageTable#cldf:1077) _antar_ ‘wedding gold’ (= [Malay](LanguageTable#cldf:326) loan with semantic change?), [Banggai](LanguageTable#cldf:238) _antok_, _maŋ-antok-kon_ ‘lead, escort, bring’, [Bimanese](LanguageTable#cldf:241) _oto_ ‘escort, accompany’. 


 [Dempwolff (1934-38)](Source#cldf:dempwolff193438) reconstructed &ast;_ha(n)teD_ ‘bring, escort, conduct, deliver’.  However, this gloss fails to account for the fact that reflexes of &ast;_SateD_ refer not just to this general semantic range, but more specifically to 1. a ceremonial escorting of the bride to the wedding or to her new husband (in connection with patrilocal residence?), and 2. to some form of material exchange, probably involving bridewealth ([Bikol](LanguageTable#cldf:244), [Mongondow](LanguageTable#cldf:245), [Numfor](LanguageTable#cldf:364)).  The clear references to food exchanges or distribution -- whether connected with marriage or not -- in at least [Javanese](LanguageTable#cldf:285), [Madurese](LanguageTable#cldf:324), [Sasak](LanguageTable#cldf:404), [Makassarese](LanguageTable#cldf:325) and [Palauan](LanguageTable#cldf:372) further suggests that by at least [PWMP](LanguageTable#cldf:19094) times &ast;_hateD_ included as an important part of its denotation gifts of food from a wedding feast which were evidently carried home for consumption.",dempwolff193438
